prodcodeid,dmdid,termfromemis,productname,formulation,routeofadministration,drugsubstancename,substancestrength,bnfchapter,drugissues
8.1041E+13,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.1141E+13,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.02234E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.02224E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.02214E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.79941E+14,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.30224E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.02204E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.80041E+14,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.69044E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.69014E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.69064E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.02174E+16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.02175E+16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.02173E+16,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.30544E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.30694E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.19154E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.29364E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.80144E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.29374E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.19134E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.29354E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.19144E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.43594E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.43604E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.43584E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.26038E+16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.18258E+16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.18259E+16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.18257E+16,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.12734E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.12744E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.12724E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.69924E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.69944E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.69954E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.24304E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.24314E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.24294E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.67934E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.67914E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.67924E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.19184E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.19164E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.80154E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.19174E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.29394E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.29404E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.29384E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.52934E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.52944E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.52924E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.23318E+16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.23319E+16,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.83554E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.60794E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.83564E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1721E+16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.17209E+16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.14927E+16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.23316E+16,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.83534E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.83544E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.14928E+16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.23317E+16,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.60784E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.53564E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.53574E+15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.14929E+16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1493E+16,NA,NA,NA,NA,NA,NA,NA,NA,NA
